rank,channel,total_clips,affected_by,sued_over
22910,NAVOPROS канал Максима Каскуна,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22911,GrumpyCoffee,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22912,Einar Kuusk,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22913,LetsGo PlayGuys,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22914,Scarlette Rowe,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22915,Meu Caminho de Santiago,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22916,QuailSignatureEvents,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22917,Fundación Temaikèn,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22918,Jason Heward,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22919,M Multirotor (metromultirotor),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22920,Levoryon,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22921,Mike Sullivan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22922,runpell,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22923,Home Care,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22924,TheDreadMan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22925,Fedor | iLoveCookiiezz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22926,Arav & Sapna,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22927,Sweetheart Babies,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22928,Pozitiv MC,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22929,andy nelson,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22930,InflatableCheeseInc,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22931,Crafts It Easy ES,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22932,Angelo Christian Financial,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22933,Selbi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22934,TheMegalexx,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22935,Art Supply Guide,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22936,legendary whipz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22937,Todo al Grill,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22938,How 2 Travelers,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22939,生協パルシステム公式チャンネル,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22940,MetroVancouver,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22941,DYDXjnovshoe,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22942,AmareeLis,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22943,Chi in Nature Taoism,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22944,Diego,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22945,happymailqueen,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22946,Allgamesplayed,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22947,MilesJaiProductions,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22948,GameplayCrush,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22949,Joe Grand,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22950,franck pontais,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22951,Dr Victor Fursov Entomologist Beekeeper Teacher,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22952,Restauranterne,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22953,The Guerrilla Culinarian,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22954,SaferWholesaleCom,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22955,Spartan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22956,Minute Cuisine,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22957,eXerTz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22958,Chrissy Lobermier,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22959,RG's Archives,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22960,HaylockMedia,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22961,Mike Stanton,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22962,Logitech For Creators,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22963,vinylfencecompany,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22964,ТехноКонтроль - Честные Сравнения Гаджетов! ➫ ➬ ➩,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22965,Alex Rubio R Quality Glass,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22966,Arianna Jonae,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22967,PierceMfg,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22968,Macuisinelavôtre,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22969,Kylie Simao,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22970,DanaDuchy,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22971,Juicypixel,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22972,Megs,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22973,Eurogamer.dk,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22974,Lindsay Brooke,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22975,terschellingfilm,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22976,SecretosdechicasVIP,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22977,Техно-Эл - спутниковые и эфирные телесистемы,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22978,Life With T&B,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22979,KegWorks,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22980,CogginToyotaAvenues,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22981,The Betty Rocker,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22982,TheRealMossi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22983,HUND-unterwegs.de (Ausrüstung für Mensch und Hund),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22984,Michael R,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22985,Claw Craziness,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22986,rechellelml,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22987,PlaybyHear,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22988,SoccerProVideo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22989,DLPlanes,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22990,Custom House Interiors,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22991,Canarybodas Nacho Suarez,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22992,Geert Bevin,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22993,George Leeman,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22994,UN SALVADOREÑO EN CANADA (CastroAventuras),1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22995,AdamBombStunts,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22996,MegaMikey,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22997,Kelly Burke,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22998,Engenharia Livre,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
22999,CoryLissOrthodontics,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23000,This Life/ our generation,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23001,Just Arman,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23002,Superleague Ukraine,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23003,New Scooters 4 Less,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23004,Grist,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23005,Cassidy Erin,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23006,masvideojuegos,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23007,Missy Hall,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23008,ChimereNicole,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23009,Subaru Shakedown,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23010,Madd Mikes Tube,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23011,Niki Friedman,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23012,PonchoElRex,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23013,TrevorC,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23014,Culturing Stuff,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23015,Dust Man,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23016,The Schmidts,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23017,Wildlife in Watercolour,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23018,Haley 95,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23019,Lifestomper,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23020,Barney Does Things,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23021,The Grass Factor,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23022,TheViceCityCubaN,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23023,Squale,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23024,Happy In Japan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23025,HeadRagDragger,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23026,The Cardioxide,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23027,Tang Emily,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23028,Caio Braz,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23029,TheNerdGamer,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23030,nichole bijelic,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23031,Timmy The Toolman,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23032,Coach Trent Mongero,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23033,Vicos,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23034,QuietRideSolutions,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23035,walid charika,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23036,Randy Cole,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23037,Codie Zidan,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23038,Judd Phillips,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23039,Amir Vossough,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23040,Unwreckit Ralph,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23041,Alan Wright,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23042,Captainlols,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23043,greekflatpicker,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23044,ali tayyab,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23045,Vladimir Romanov,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23046,AplicacionesEduM,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23047,ToolMetrix,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23048,john blaze,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23049,keepdigginprod,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23050,Les Artisans du Végétal,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23051,No Fear Guitar Gear,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23052,髭ニート@メタル系Vtuber,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23053,Rafael Martins,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23054,Zullala,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23055,Volkswagen USA,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23056,ChristiansHowToPlays,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23057,EpicGaMeRHD,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23058,Penblank Manufaktur,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23059,MetallicaMom,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23060,Richard Lin,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23061,AskUncleDavecom,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23062,GaminGHD,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23063,Demi,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23064,Persephone C,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23065,Grixxftw,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23066,Fernando Delgado,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23067,Gemperle Farms,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23068,Stacey Rotenberry,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23069,Ultraa Use,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23070,SMPL Hobbies,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23071,Steven Beevers,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23072,Ubisoft Latinoamérica,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23073,rehab_telo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23074,Consoles e Jogos Brasil,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23075,Batera,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23076,Lukets louko,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23077,State Street Appliance,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23078,Jacob B Peterson,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23079,Saikou Style,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23080,Producciones Ola k Mira,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23081,dogandcountrytv,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23082,sharkbabyfilm,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23083,Alyssa Rose,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23084,kelokeraSG,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23085,Robert Hogg,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23086,THISisCarpentry,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23087,ChristopherCringles,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23088,Paula Stephânia,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23089,Laurence South,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23090,FinchcraftUK,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23091,Directed By M3,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23092,CardTrickCollege,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23093,ThingsWePlay,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23094,Papo No Estudio,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23095,QuelTaleAle,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23096,Росконтроль,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23097,BabyTalkShow,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23098,CrystalFissure,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23099,CARiD,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23100,PitPassUSA,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23101,teachinhawaii,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23102,Bike EXIF,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23103,Match Foot,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23104,PEworldMinecraft,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23105,mirna y sus manus,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23106,VaultHuntersUnion,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23107,Luke Daniel,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23108,Eugen K,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23109,paulsjunkcars,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23110,North Trail RV Center,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23111,speedweigand,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23112,NuriToxican,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23113,Farmer Nate,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23114,Field Museum,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23115,Susan Pittser,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23116,TheCajunWolves,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23117,umComo,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23118,Tessarr,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23119,Franciscan Missionaries of the Eternal Word,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23120,Parker Bows,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23121,RapidLabelSys,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23122,Lea and Perrins UK,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23123,Samantha Lee,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23124,Got It Made,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23125,Jameson,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23126,Тимофеевич,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23127,BuffaloStormChaser,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23128,Jill Winger - Old Fashioned on Purpose,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23129,Polaris eBikes,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23130,JackSucksAtLife,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
23131,Feromonhas,1,"Meta (+ByteDance,Snap,Tencent)",HD-VILA-100M video training set
